context	label	split
Our results are consistent with several studies that have found increases in soil C following conversion of forest to other land uses, primarily pasture <CITED HERE> and contrast with studies that have found decreases in soil C following conversion (Veldkamp, 1994; Van Dam et al.	result	val
This is supported by evidence that the degree of locomotion following administration of rewarding drugs correlates with extracellular DA levels in Nac (Miczek et al., 2011, Shimamoto et al., 2011, <CITED HERE>).	background	train
Further complicating the issue, social desirability, varied interpretations of questions, and problems in recall can impede accurate measurements of risky sexual behavior (Brewer, Garrett, & Kulasingam, 1999; Brody, 1995; <CITED HERE>).	background	train
…we recently demonstrated the important role of another 89-kDa periplasmic protein localized in the invasion tip during bacterial escape from the host digestive vacuole, migration through the host cytoplasm towards the target nucleus, and invasion into the macronucleus (<CITED HERE>).	background	train
Dynamic strain measurement in distributed fiber optic sensing (DFOS) is essential for structural health monitoring (SHM) of the strain changes induced by aging material and seismic or man-made activities <CITED HERE>.	background	val
Giles (2005) found almost 14,000 citations in WoS for a paper in Science by <CITED HERE> on the polymerase chain reaction, identifying it as the most highly cited paper ever to appear in that journal, whereas GS returned just under 3000 citations.	background	train
It is the P450’s unique capacity to selectively oxygenate inactive carbons that provides biosynthesis with its competitive advantage over traditional chemical approaches <CITED HERE>.	background	val
In accordance to these results, recent work from our laboratory has shown decreased pulmonary expression of PPARc and BMPR2 signalling in the vasculature of nitrofen-induced CDH lungs on day 21 <CITED HERE>.	result	train
To examine whether these signaling pathways were involved in lung tumor exosome-mediated adipogenic inhibition of hAD-MSCs, we blocked these signaling with respective pathway inhibitor SB431542 [18], SP600125 [19], LY294002 <CITED HERE>, U0126 [21], and SB203580 [19] followed by tumor exosome treatment.	method	train
Buck, unpublished observations), nitric oxide synthase expression and activity resulting in the synthesis of NO, which interacts with superoxide to generate peroxynitrite <CITED HERE>, a compound highly reactive with sulfur-containing amino acids, such as Cys (12).	background	train
The present study findings concur with previous reports in that when bone defects occur they are commonly on the tibial side <CITED HERE>.	result	train
To ensure the quality of our implementation, we consulted the author and obtained comparable results when our implemented algorithm was tested under similar conditions as in <CITED HERE>.	result	train
…difference between aspirated and lenis is merging for younger speakers, resulting in a two-way VOT contrast: aspirated & lenis (long VOT) vs. tense (short VOT) (Choi 2002, Kang and Guion 2008, Kang 2014, Kim 2000, Kim 2004, Kong et al. 2011, Lee and Jongman 2012, Oh 2011, Silva 2006, <CITED HERE>).	background	train
The receiver operator characteristic (ROC) curve shows the tradeoff between sensitivity and specificity as one changes the cut-off values for positivity.<CITED HERE> The sensitivity versus 1-specificity plot in ROC space is called ROC curve.	background	train
Because there was no rat ATP5G3 cDNA sequence available in GenBank databases, for ATP5G3 coding sequence information, the rat pancreatic cDNA library was screened via PCR with ATP5G3 gene-specific primers (Table 1) that were designed based on the human ATP5G3 cDNA sequence (U09813) <CITED HERE>.	method	train
"Previously, we reported the occurrence of 2,6-dihydroxybenzoate decarboxylase in A.tumefaciens IAM12048
(<CITED HERE>)."	background	train
While much is known about the sympathetic regulation of cardiac function in health and disease, less interest has been paid to the parasympathetic branch of the autonomic nervous system <CITED HERE>.	background	train
Sequences include those for AcMNPV (7), Orgyia pseudotsugata MNPV (OpMNPV) (3), BmNPV (25), LdMNPV <CITED HERE>, SeMNPV (37), XcGV (30), PxGV (28), HaSNPV G4 (13), Helicoverpa armigera NPV (HaNPV) (GenBank accession number NC_003094), SpltMNPV (50), CpGV (46), CuniNPV (2), E.	background	val
Even though chyle has been defined as a noninflammatory fluid, inflammation is part of themechanism responsible for the presence of this type of fluid in pleural and peritoneal cavities as in other forms of serositis associated in SLE <CITED HERE>.	background	train
An alternate theory suggests the formation of free radicals by incident laser energy and light absorption by fungal pigment xanthomegnin, present in high concentration in Trichophyton rubrum <CITED HERE>.	background	val
In long-term experiments, as those for investigating the apoptotic effect of arachidonic acid, a complete cultivation medium was required to ensure optimal growth conditions (<CITED HERE>).	background	train
Human serum may be used as a substrate for ESC culture (Xu et al., 2001; Amit et al., 2004; Beattie et al., 2005; Stojkovic et al., 2005a; Fletcher et al., 2006; Braam et al., 2008; Miyazaki et al., 2008; Baxter et al., 2009; <CITED HERE>).	background	val
Letters have a broad spatial frequency spectrum, but the most important frequency of a letter is thought to be :2 cycles per letter width <CITED HERE>.	background	train
At the level of strategical planning, both Nederlandse Spoorwegen and Deutsche Bahn AG use software which is based on the PESP-model (<CITED HERE>).	method	train
Antibodies for immunohistochemistry were: anti-FSP1 rabbit polyclonal antibody, 1:1,000 <CITED HERE>; FITC- or P6-labeled goat anti-rabbit IgG (Vector Laboratories Inc.	background	train
…of three transcription factors that regulate expression of genes involved in lipid homeostasis and glucose metabolism (Jeon and Osborne, 2012; Raghow et al., 2008), and Srebp1/2 are known to interact with Hmgb1/2; their activity has been reported to be enhanced by Hmgb1 (<CITED HERE>).	background	train
The contradictory findings that human p60 binds stably to microtubules in vitro but never co-localizes with microtubules in vivo <CITED HERE> suggested that katanin might interact transiently with microtubules in vivo.	background	train
…the mouse heart was lost after ADX (Oishi et al., 2006) and the circadian expression of heart mPai-1 was completely abolished in Clockmutant mice (<CITED HERE>; Oishi et al., 2005a), these results suggest that the distal mPai-1 E-box identified here is a target for GC action and may…	background	train
We used xtcsd routine in STATA, developed by De <CITED HERE>to check such assumptions in STATA.	method	train
Murray <CITED HERE> used gait to classify the pathologically abnormal patients into different group for appropriate treatment.	method	train
This result supports the hypothesis of a stronger role for BDNF during childhood when, in addition to the presence of lower BDNF levels <CITED HERE>, neuronal networks dependent of neural plasticity (Angelucci et al.	result	train
